hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001728393406248833,0.00015357440744831528,0.00011021101288883834,0.0001046427819123718,0.00010206905272607137,4.780110617198989e-05,3.8948745852310124e-05,3.006055592811344e-05,2.754924295770274e-05,2.5028436931212465e-05,2.2874888450743413e-05,2.0089938389670128e-05,1.7294348957068317e-05,1.1581049116769906e-05,9.149874786629404e-06,6.581911756059421e-06,4.0133724864228955e-06,1.4994804765669646e-05,1.1256069485058746e-05,7.506180909857702e-06,3.754088494245526e-06,4.0034603904272086e-05,3.6076911359398746e-05,1.80638130382331e-05,5.343040147168184e-05,5.1076730322601206e-05,4.874075396719469e-05,4.656154204442603e-05,4.132898030853743e-05,1.9066830922677523e-05,1.2353150904269439e-05,2.929491676438523e-06,0.0,0.0,0.0,0.0,0.0
11,0.00017721169217234966,0.00015748020264158067,0.00011304631340390248,0.0001073409274732939,0.00010470339718967898,4.903050978955448e-05,3.995408530191869e-05,3.0839889100584294e-05,2.8264366843910215e-05,2.567874571323003e-05,2.3469746795847352e-05,2.0612990161151684e-05,1.7744899575054917e-05,1.1883095445462917e-05,9.38867366274435e-06,6.753805063205765e-06,4.118210278220508e-06,1.535823598300246e-05,1.1529133180623996e-05,7.688328571577369e-06,3.845211534067733e-06,4.102376688683927e-05,3.696892998217106e-05,1.8511109171431928e-05,5.481307312949131e-05,5.2399827814180856e-05,5.000458363928887e-05,4.776948194805823e-05,4.240177449660722e-05,1.95629377963225e-05,1.2674680276637211e-05,3.0057570624449396e-06,0.0,0.0,0.0,0.0,0.0
12,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
13,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
14,0.00018159515849891088,0.00016139699866657404,0.00011589132195075812,0.00011004862857778513,0.00010734720516854304,5.0264099098340494e-05,4.096304176432057e-05,3.162221054583419e-05,2.8982281403895074e-05,2.63316260199489e-05,2.406698492572489e-05,2.1138168072307838e-05,1.8197297199519737e-05,1.2186398620950963e-05,9.628475037665267e-06,6.926426323122882e-06,4.2234934022077525e-06,1.572177003056498e-05,1.1802285981367041e-05,7.870538221174008e-06,3.936366778419062e-06,4.201416675566021e-05,3.7862095662019855e-05,1.8959013291525886e-05,5.620090951106767e-05,5.3727938809805485e-05,5.127326881178677e-05,4.8982095975165776e-05,4.3478752681346916e-05,2.0061044243767226e-05,1.2997511521640952e-05,3.0823321372407586e-06,0.0,0.0,0.0,0.0,0.0
15,0.00018598985034329254,0.00016532490597128893,0.0001187461420901306,0.00011276598781495494,0.00011000057860520574,5.150191819625646e-05,4.1975654263994365e-05,3.240755344309746e-05,2.9703017882453964e-05,2.6987106839626153e-05,2.466662983008364e-05,2.166549643924803e-05,1.8651563055905813e-05,1.249097321231672e-05,9.869290591934525e-06,7.0997840610662954e-06,4.3292270832094485e-06,1.608540717913912e-05,1.2075528105613333e-05,8.052810008110966e-06,4.027554303944347e-06,4.300581014870027e-05,3.8756414553851844e-05,1.940752867880238e-05,5.759396723916424e-05,5.506111858069542e-05,5.25468633101947e-05,5.019943611700457e-05,4.455996159521066e-05,2.056117300944644e-05,1.3321659485904122e-05,3.159220438333284e-06,0.0,0.0,0.0,0.0,0.0
16,0.00019260318303348134,0.00017123784701171234,0.00012304700019563815,0.00011686036467022893,0.00011399880155659295,5.3366676115594904e-05,4.350151519962798e-05,3.3591307102306724e-05,3.078948347547039e-05,2.797526877464231e-05,2.5570670173355898e-05,2.2460575412976847e-05,1.93365121929892e-05,1.2950251555394018e-05,1.0232441608909447e-05,7.361220614726373e-06,4.488684074755501e-06,1.6631056816443467e-05,1.2485559257039931e-05,8.326334526969161e-06,4.164396289103715e-06,4.449562156685331e-05,4.010006881248865e-05,2.0081455158563166e-05,5.969347027492068e-05,5.7070515598809505e-05,5.446658023096393e-05,5.203442389078003e-05,4.618981194085243e-05,2.1315208807759113e-05,1.3810383444212014e-05,3.275148091237191e-06,0.0,0.0,0.0,0.0,0.0
17,0.0002036831573458228,0.0001811499265057292,0.0001302656763639133,0.00012373412395542908,0.00012071183152687431,5.649640258037803e-05,4.606347033964382e-05,3.557982491145571e-05,3.261482848115351e-05,2.9635634204611672e-05,2.708983492113428e-05,2.3796817031316616e-05,2.048774753362214e-05,1.372228693835859e-05,1.0842936113242912e-05,7.800756084286085e-06,4.756775424380835e-06,1.7540992309679327e-05,1.3169394288972056e-05,8.782521575750537e-06,4.392628779576258e-06,4.698495459947595e-05,4.234534799156573e-05,2.120776990309005e-05,6.3219580904971e-05,6.044566689310107e-05,5.769144628245221e-05,5.511713173196521e-05,4.892806988710508e-05,2.2582381268366462e-05,1.4631725357787717e-05,3.469979014547624e-06,0.0,0.0,0.0,0.0,0.0
18,0.00021036645075694758,0.00018713213610741335,0.0001346278449914004,0.0001278888678912988,0.00012476985040181645,5.838757829293057e-05,4.761218753429334e-05,3.678249007662622e-05,3.371896290464338e-05,3.064008341497805e-05,2.8008953049406812e-05,2.460537290811636e-05,2.1184407326745256e-05,1.4189537938537523e-05,1.1212448178134404e-05,8.066812962915337e-06,4.919059231195689e-06,1.8087266828950673e-05,1.3579966434740708e-05,9.056422376617051e-06,4.529666224280749e-06,4.8482381296173876e-05,4.369606441268402e-05,2.188544011343912e-05,6.535174736330262e-05,6.248678019649253e-05,5.9641888863123866e-05,5.698170274012091e-05,5.058440720353401e-05,2.334908791615601e-05,1.5128700151990687e-05,3.587869547833021e-06,0.0,0.0,0.0,0.0,0.0
19,0.00020813570825241486,0.00018513511720612063,0.0001331711751467727,0.0001265013794642595,0.00012341462782238584,5.775606052734968e-05,4.70949738710731e-05,3.6380794761579594e-05,3.3350164045325925e-05,3.0304571808005384e-05,2.7701936668879935e-05,2.4335278836533364e-05,2.0951687307639804e-05,1.4033447070996721e-05,1.1089005757490076e-05,7.977929939739983e-06,4.864843851722356e-06,1.7905149136359968e-05,1.3443086391220597e-05,8.965106349049585e-06,4.483978889783214e-06,4.798291808481423e-05,4.324552794174005e-05,2.165939223993429e-05,6.463963192564772e-05,6.180505603811028e-05,5.899043037222387e-05,5.635891674979535e-05,5.0031164452295785e-05,2.3092978077610743e-05,1.4962689612705753e-05,3.5484888936789077e-06,0.0,0.0,0.0,0.0,0.0
20,0.00020146131812438887,0.00017916172396500855,0.00012881681853889652,0.0001223543282518324,0.00011936422936572943,5.586825010803577e-05,4.554916958019203e-05,3.518054110084954e-05,3.224828303702848e-05,2.9302200096529347e-05,2.6784741998418067e-05,2.352844248659601e-05,2.0256521831254725e-05,1.3567213588308697e-05,1.0720305613314758e-05,7.712462859800736e-06,4.702920910190325e-06,1.7358953102962868e-05,1.3032582171872538e-05,8.691252790098203e-06,4.346965983416103e-06,4.6486452537651654e-05,4.1895702855321515e-05,2.0982194557361226e-05,6.251162950801569e-05,5.976798646547136e-05,5.704390564175183e-05,5.449811817217377e-05,4.8378205007735624e-05,2.2327887930084678e-05,1.4466767484869564e-05,3.430848798898815e-06,0.0,0.0,0.0,0.0,0.0
21,0.00018819144097521274,0.00016729306140238372,0.00012017726438060713,0.00011412832179946735,0.00011133088473175759,5.212242791270774e-05,4.248334391642167e-05,3.280136847178442e-05,3.0064454263246673e-05,2.7315831647878295e-05,2.496736339455288e-05,2.19299747670199e-05,1.8879403313111132e-05,1.2643741917109272e-05,9.990082397070374e-06,7.186741817811328e-06,4.382264542573969e-06,1.6267264501798816e-05,1.221218273293258e-05,8.143969250232564e-06,4.073160196321065e-06,4.3502100263297195e-05,3.9204008398093384e-05,1.9632016633485822e-05,5.829247208539174e-05,5.5729626805744e-05,5.3185518647226166e-05,5.080989498965212e-05,4.510216741496583e-05,2.0812002985290295e-05,1.3484231953192119e-05,3.19778317229848e-06,0.0,0.0,0.0,0.0,0.0
22,0.00016630141596810408,0.0001477361042998345,0.00010597604262121215,0.00010061326025248969,9.813506155057896e-05,4.5964754348317266e-05,3.744743490895118e-05,2.88970880670957e-05,2.6481722680436292e-05,2.4057733246839182e-05,2.198700519648082e-05,1.9309295145838522e-05,1.662194069358884e-05,1.1130305002152615e-05,8.7935311379363e-06,6.325418446915033e-06,3.856939606043921e-06,1.4449850161442511e-05,1.0846640542102255e-05,7.233075321470011e-06,3.617464152299097e-06,3.855316426702385e-05,3.474102087351713e-05,1.739400173321694e-05,5.136595646019905e-05,4.9101365927040516e-05,4.6853998149689665e-05,4.475828473383424e-05,3.9727533859634615e-05,1.8326371077444096e-05,1.1873266045423449e-05,2.815666684358974e-06,0.0,0.0,0.0,0.0,0.0
23,0.00014468263585878187,0.00012844756109006185,9.201133236350964e-05,8.733095661030824e-05,8.516973452929532e-05,3.990908670578404e-05,3.249961944120321e-05,2.5065533336672584e-05,2.2966892699275873e-05,2.0862192745649063e-05,1.9064530956131606e-05,1.6740318254399833e-05,1.4409387053002845e-05,9.647420380730027e-06,7.621345850939364e-06,5.481785623709543e-06,3.3424364904382006e-06,1.2634990124845509e-05,9.48331270060181e-06,6.323721993889893e-06,3.1625685552776112e-06,3.3634747952959615e-05,3.0306336524211452e-05,1.5170987514795204e-05,4.45651766585646e-05,4.259514150663851e-05,4.0640650777289754e-05,3.882042298686341e-05,3.4454709949535486e-05,1.588937124451058e-05,1.0293961052307456e-05,2.4410813431549693e-06,0.0,0.0,0.0,0.0,0.0
