hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
11,0.00015545893341383182,0.0001380590918860794,9.896488293457626e-05,9.394376585438015e-05,9.162433338397706e-05,4.292449329209839e-05,3.496280154835284e-05,2.6972462971652154e-05,2.4716048733399178e-05,2.2452355427588878e-05,2.05187300760188e-05,1.8018521729240257e-05,1.5510205481719346e-05,1.0385150165081348e-05,8.204478121861113e-06,5.901453014603357e-06,3.598373497624656e-06,1.3542102887671312e-05,1.0164701469186256e-05,6.77820720701965e-06,3.3899168748898593e-06,3.609019082870084e-05,3.2520186877218676e-05,1.6280644106049187e-05,4.795026446872356e-05,4.583340407470791e-05,4.373294707544195e-05,4.17755160675195e-05,3.707873790565802e-05,1.7101958573419972e-05,1.1079764555936773e-05,2.6274584998035545e-06,0.0,0.0,0.0,0.0,0.0
12,0.0001511405600103479,0.00013420670935272643,9.617663156048548e-05,9.129192110131693e-05,8.903583896641319e-05,4.171538304175198e-05,3.397498542003721e-05,2.620759386315151e-05,2.401442883148458e-05,2.181448740911102e-05,1.9935382593936467e-05,1.7505751113285056e-05,1.5068584821620315e-05,1.0089178718440947e-05,7.970523919442267e-06,5.733077002275174e-06,3.4956873137813183e-06,1.317918186364528e-05,9.892080105044064e-06,6.596367296830284e-06,3.2989537353571896e-06,3.510711543754133e-05,3.163381373254598e-05,1.5836340029927872e-05,4.6592601595136477e-05,4.453457880545209e-05,4.2492620500554014e-05,4.0590198825553016e-05,3.6026191462178973e-05,1.6615522557221818e-05,1.0764531102275911e-05,2.552690702685915e-06,0.0,0.0,0.0,0.0,0.0
13,0.00014898531283567018,0.00013228441549603136,9.478593295359975e-05,8.996937064917397e-05,8.774493051870432e-05,4.1112306628727416e-05,3.3482353332346856e-05,2.582621161400247e-05,2.3664601086122173e-05,2.1496458082640327e-05,1.9644545757242835e-05,1.725011310797997e-05,1.484842348278121e-05,9.941634371355461e-06,7.853898755340701e-06,5.649144465289483e-06,3.444500489081304e-06,1.299775934250646e-05,9.755802376751843e-06,6.5054702716303035e-06,3.253484080382461e-06,3.4616027628712925e-05,3.1191044372824696e-05,1.561440909086182e-05,4.591559031596739e-05,4.388693242278224e-05,4.187416720947627e-05,3.999918597325732e-05,3.550139105035951e-05,1.637300760860463e-05,1.0607372044315808e-05,2.5154156627317856e-06,0.0,0.0,0.0,0.0,0.0
14,0.00015329842938994277,0.00013613159734760942,9.756961101892992e-05,9.261671567163373e-05,9.032896944806884e-05,4.231944361425825e-05,3.446846670171712e-05,2.6589676412392666e-05,2.436491021664501e-05,2.2133118778040974e-05,2.0226776362305928e-05,1.7761886415852118e-05,1.5289178031994646e-05,1.023701677494347e-05,8.087383274390225e-06,5.817179535482593e-06,3.546978122646868e-06,1.336062970149639e-05,1.0028379794003089e-05,6.687279602789307e-06,3.3444313305284614e-06,3.559850291395884e-05,3.207686099569631e-05,1.605841824121002e-05,4.727082420030818e-05,4.518340062805838e-05,4.3112211782377886e-05,4.118230691894355e-05,3.655197200572082e-05,1.685850536568003e-05,1.0921994720372646e-05,2.590038183432983e-06,0.0,0.0,0.0,0.0,0.0
15,0.0001768287212261097,0.0001564888468609647,0.00011376156436583813,0.00010809906001726432,0.00010523183325716929,5.081060528137288e-05,4.2025634302186084e-05,3.3206422112343946e-05,3.034294962182846e-05,2.746681591117251e-05,2.4973969795991196e-05,2.1880480061550483e-05,1.8772028954392224e-05,1.2954849604329936e-05,1.0135520346034695e-05,7.206403159359526e-06,4.276971738066447e-06,1.5925257495750993e-05,1.195497230633602e-05,7.97232617372358e-06,3.9872563550670944e-06,3.8987901285124676e-05,3.481668781701361e-05,1.7431891623919458e-05,5.326588755841744e-05,5.06267574766642e-05,4.801298229063702e-05,4.554898435415061e-05,4.0203715560506764e-05,1.936966626735088e-05,1.2570283061898848e-05,3.209740110066204e-06,0.0,0.0,0.0,0.0,0.0
16,0.00025665542586303635,0.00022533769367024826,0.0001708533123109985,0.00016285094332517066,0.00015780800424662075,8.153915364102778e-05,6.988678173721661e-05,5.8164111368281216e-05,5.2895591622313376e-05,4.757940596764912e-05,4.276972573077124e-05,3.727246479593396e-05,3.172314341923604e-05,2.3213300138990443e-05,1.7852428829356117e-05,1.2402959384720212e-05,6.944369594585316e-06,2.4808171280357533e-05,1.8631562679247544e-05,1.2426356791144681e-05,6.21564082099948e-06,4.830777828258384e-05,4.191127171360411e-05,2.0989709857895614e-05,7.303911573283154e-05,6.823731977320488e-05,6.348811759490491e-05,5.889274628088573e-05,5.106156393233922e-05,2.773168450003638e-05,1.8090205799119806e-05,5.5807014866725334e-06,0.0,0.0,0.0,0.0,0.0
17,0.000521474480815445,0.0004573350507553004,0.0003712979288077489,0.00035612724976640187,0.0003440060738029483,0.00019168577812283443,0.00017109396915697257,0.00015009716635274521,0.00013646254191807835,0.00012245897332122701,0.00010912294767931052,9.483752759960512e-05,8.015974674906008e-05,6.167731457398813e-05,4.691241807720918e-05,3.19940719669127e-05,1.6952934432270886e-05,5.139576929244058e-05,3.8649247177130836e-05,2.5787164296653822e-05,1.2903238475640665e-05,7.300798863948048e-05,5.9798968817882675e-05,2.9968983352751114e-05,0.00014091421679492371,0.00012847506758223917,0.00011607724409828932,0.00010361812292448837,8.714270584822195e-05,5.565480042850741e-05,3.661305577057933e-05,1.4066292164351688e-05,0.0,0.0,0.0,0.0,0.0
18,0.0009544215078086471,0.000858663825912846,0.0007404448447044497,0.0007173627890043427,0.0006970963200373164,0.0004258853794798002,0.000392372431787613,0.00035689767864262306,0.00032931336038930875,0.0002990918896634138,0.000269496003422197,0.0002378647745083633,0.0002026943853051227,0.00015999449016936687,0.00012259835043747447,8.399951819490933e-05,4.3889597298708384e-05,7.796984983955603e-05,5.8708959046001015e-05,3.9186511345712566e-05,1.961490726406194e-05,9.854155910745038e-05,7.795048661122736e-05,3.909644241775813e-05,0.0002483639998720001,0.00022531046557754396,0.00020211335988376102,0.00017792239868010288,0.00014798957032730395,0.00010076720432433411,6.661151091421644e-05,2.7730783228616458e-05,0.0,0.0,0.0,0.0,0.0
19,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
20,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
21,0.0006191425987047213,0.0005441755998039109,0.00045106716542080887,0.0004335966495720014,0.0004188042713479207,0.00023873928950148988,0.00021540732554407987,0.00019145962949735726,0.00017429923401269715,0.00015651168733412133,0.00013934776318473167,0.00012117978373413387,0.00010233075471787777,7.962837719340921e-05,6.048298315502717e-05,4.1113862276826605e-05,2.1519633680558247e-05,6.02775432344096e-05,4.53466021322106e-05,3.025930291238178e-05,1.5142607378192946e-05,7.776510649936729e-05,6.222075181622163e-05,3.118533956721116e-05,0.0001651124984021935,0.0001495440341222116,0.00013397442865881778,0.00011815696759199382,9.842244090546291e-05,6.56245205641124e-05,4.328808507832359e-05,1.758026764588586e-05,0.0,0.0,0.0,0.0,0.0
22,0.000328904729541977,0.0002870696725196871,0.00022630679632947026,0.00021629707759987914,0.00020887716673711863,0.0001131813552097162,9.952589774638941e-05,8.573843192800226e-05,7.780351684008806e-05,6.97580938215815e-05,6.222571390710981e-05,5.402859746591055e-05,4.571640597983855e-05,3.464787724354263e-05,2.64041574484255e-05,1.8084884125922937e-05,9.73537181117997e-06,3.335786205148318e-05,2.5062306889126543e-05,1.6717250994158552e-05,8.362794015724981e-06,5.238065253402106e-05,4.3867468093980954e-05,2.1970748522718707e-05,8.952053125899728e-05,8.219628411833804e-05,7.493048402327727e-05,6.776136899264861e-05,5.7578262624020224e-05,3.485446533306326e-05,2.2856773347770987e-05,8.199390973849378e-06,0.0,0.0,0.0,0.0,0.0
23,0.00017818704056088365,0.00015670853564476558,0.0001163460774579471,0.00011068878966226229,0.00010742655948787579,5.405122459463383e-05,4.5638181222240284e-05,3.719590924405477e-05,3.386821868857561e-05,3.0523041701759646e-05,2.7551458592143156e-05,2.4051806076701024e-05,2.0532031637143767e-05,1.47000475392211e-05,1.1371438093335905e-05,7.966959604684474e-06,4.561509168216752e-06,1.6935953540374847e-05,1.2714061893998596e-05,8.478584864224838e-06,4.240473742884396e-06,3.620933452498415e-05,3.1827494538969995e-05,1.5933302578532388e-05,5.1633601743286416e-05,4.859131158811422e-05,4.558436290439569e-05,4.2712113574378465e-05,3.732805159438996e-05,1.9254208516485534e-05,1.2530406722844693e-05,3.5769116022454913e-06,0.0,0.0,0.0,0.0,0.0
