hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001728393406248833,0.00015357440744831528,0.00011021101288883834,0.0001046427819123718,0.00010206905272607137,4.780110617198989e-05,3.8948745852310124e-05,3.006055592811344e-05,2.754924295770274e-05,2.5028436931212465e-05,2.2874888450743413e-05,2.0089938389670128e-05,1.7294348957068317e-05,1.1581049116769906e-05,9.149874786629404e-06,6.581911756059421e-06,4.0133724864228955e-06,1.4994804765669646e-05,1.1256069485058746e-05,7.506180909857702e-06,3.754088494245526e-06,4.0034603904272086e-05,3.6076911359398746e-05,1.80638130382331e-05,5.343040147168184e-05,5.1076730322601206e-05,4.874075396719469e-05,4.656154204442603e-05,4.132898030853743e-05,1.9066830922677523e-05,1.2353150904269439e-05,2.929491676438523e-06,0.0,0.0,0.0,0.0,0.0
11,0.00017721169217234966,0.00015748020264158067,0.00011304631340390248,0.0001073409274732939,0.00010470339718967898,4.903050978955448e-05,3.995408530191869e-05,3.0839889100584294e-05,2.8264366843910215e-05,2.567874571323003e-05,2.3469746795847352e-05,2.0612990161151684e-05,1.7744899575054917e-05,1.1883095445462917e-05,9.38867366274435e-06,6.753805063205765e-06,4.118210278220508e-06,1.535823598300246e-05,1.1529133180623996e-05,7.688328571577369e-06,3.845211534067733e-06,4.102376688683927e-05,3.696892998217106e-05,1.8511109171431928e-05,5.481307312949131e-05,5.2399827814180856e-05,5.000458363928887e-05,4.776948194805823e-05,4.240177449660722e-05,1.95629377963225e-05,1.2674680276637211e-05,3.0057570624449396e-06,0.0,0.0,0.0,0.0,0.0
12,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
13,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
14,0.00018159515849891088,0.00016139699866657404,0.00011589132195075812,0.00011004862857778513,0.00010734720516854304,5.0264099098340494e-05,4.096304176432057e-05,3.162221054583419e-05,2.8982281403895074e-05,2.63316260199489e-05,2.406698492572489e-05,2.1138168072307838e-05,1.8197297199519737e-05,1.2186398620950963e-05,9.628475037665267e-06,6.926426323122882e-06,4.2234934022077525e-06,1.572177003056498e-05,1.1802285981367041e-05,7.870538221174008e-06,3.936366778419062e-06,4.201416675566021e-05,3.7862095662019855e-05,1.8959013291525886e-05,5.620090951106767e-05,5.3727938809805485e-05,5.127326881178677e-05,4.8982095975165776e-05,4.3478752681346916e-05,2.0061044243767226e-05,1.2997511521640952e-05,3.0823321372407586e-06,0.0,0.0,0.0,0.0,0.0
15,0.00019345314201012402,0.00017167524998490806,0.00012406603417677647,0.00011786819496458898,0.00011487824453417932,5.4557163318656335e-05,4.47819290993529e-05,3.4962523364416246e-05,3.200102362911626e-05,2.902561058237827e-05,2.6467368671061144e-05,2.3222510998403e-05,1.996149625203049e-05,1.3562881073531811e-05,1.0665692019701312e-05,7.630480600101147e-06,4.594164762958413e-06,1.7000296343165386e-05,1.2762930193035442e-05,8.511333539169061e-06,4.256933967905912e-06,4.372079087647102e-05,3.924340958458684e-05,1.9651753801388736e-05,5.923924997774519e-05,5.649149809178216e-05,5.3766508612232544e-05,5.120877430938727e-05,4.5344053672021124e-05,2.1339501895747032e-05,1.3836362601992361e-05,3.393612942583868e-06,0.0,0.0,0.0,0.0,0.0
16,0.00023127572991839593,0.0002042294813480229,0.00015094855656756675,0.000143642378707119,0.00013961468819123358,6.922461323567535e-05,5.8088593498083114e-05,4.6894070383894854e-05,4.276977665544067e-05,3.861672159202286e-05,3.495936975607621e-05,3.057189317147948e-05,2.6151414275829533e-05,1.849732529784479e-05,1.4366402607439797e-05,1.011877526700385e-05,5.867406655900694e-06,2.1284141162488577e-05,1.598246477912964e-05,1.0659067342685237e-05,5.331436813937456e-06,4.811497256110951e-05,4.256365986139986e-05,2.1317157741338915e-05,6.840969930663937e-05,6.46500060845705e-05,6.09291826768314e-05,5.737984785600226e-05,5.0351099284824875e-05,2.5333688581189795e-05,1.647090624871192e-05,4.5142715334488894e-06,0.0,0.0,0.0,0.0,0.0
17,0.00035065080174834186,0.0003075439948639072,0.00023887701180005447,0.0002281870794387931,0.00022081225053736613,0.00011728849564631092,0.00010208430385889164,8.672818311066158e-05,7.882121984047243e-05,7.080075848930794e-05,6.340343620117131e-05,5.5175263058944276e-05,4.6826341014807425e-05,3.496815628479063e-05,2.6760043088327246e-05,1.84488367604305e-05,1.0107402820546692e-05,3.429960282604765e-05,2.577224530913483e-05,1.7191366234846844e-05,8.600243582446359e-06,6.0053002569041e-05,5.12311821064334e-05,2.5666707263323917e-05,9.795194356490768e-05,9.07472455580952e-05,8.360785143982568e-05,7.660226010210984e-05,6.576870961013759e-05,3.78390477555137e-05,2.4753018886623505e-05,8.284940384450183e-06,0.0,0.0,0.0,0.0,0.0
18,0.00048089476484982876,0.00042180245109674816,0.00033834179959226716,0.0003241741908317107,0.00031329389287229587,0.00017228932470783454,0.00015275774892703543,0.00013289442599467114,0.0001208016581104461,0.00010842474455665295,9.673965301203657e-05,8.410178214762068e-05,7.11625947615029e-05,5.433263471341068e-05,4.138772690884638e-05,2.8305287966672014e-05,1.5131875987599476e-05,4.7266461274636215e-05,3.55375343872282e-05,2.3709735687889456e-05,1.1863178118207376e-05,7.150435913497768e-05,5.935514159889178e-05,2.9746259026178507e-05,0.00013127655135887644,0.00012025572834835905,0.00010929097593567001,9.833811179967642e-05,8.322592156089353e-05,5.161382414817023e-05,3.3898369511017324e-05,1.2536648267138377e-05,0.0,0.0,0.0,0.0,0.0
19,0.0005606886012751305,0.0004925593318155857,0.00040151297170241767,0.0003853633235408061,0.0003723796611107054,0.00020831518290797814,0.0001862819479101689,0.00016376532643551454,0.00014898911066456975,0.00013376580343247757,0.00011924442736797606,0.00010369647135885377,8.766854248700001e-05,6.7547513686047e-05,5.138661023756195e-05,3.504544046203815e-05,1.8551093132520023e-05,5.463999217231208e-05,4.1095691798199305e-05,2.742084785668473e-05,1.3721330370307055e-05,7.717408344225527e-05,6.30998327091235e-05,3.162757349288701e-05,0.00015167096156901751,0.00013825578843344106,0.00012487539264573416,0.00011138814159125314,9.362092905258359e-05,6.003983052693416e-05,3.950991233573387e-05,1.525565100510491e-05,0.0,0.0,0.0,0.0,0.0
20,0.0005241751228767424,0.0004598112366462659,0.00037320801644349103,0.000357965827158126,0.0003458094287429467,0.00019261939323419425,0.00017189358891711012,0.00015075771571551505,0.00013707314611018006,0.00012301590541856432,0.00010963358424412035,9.529053761060399e-05,8.055078770133545e-05,6.195804391988736e-05,4.713148005470431e-05,3.2149277055059464e-05,1.7042842692817488e-05,5.1575422462118355e-05,3.87847838758705e-05,2.5877690736838972e-05,1.2948580116669988e-05,7.352763623792091e-05,6.0268477966390424e-05,3.0204887648974862e-05,0.00014176539163191437,0.00012928958171403625,0.00011685552856124218,0.00010435981009205502,8.779777475847452e-05,5.599354950369134e-05,3.683320944112576e-05,1.41242922645662e-05,0.0,0.0,0.0,0.0,0.0
21,0.0003807518193004842,0.0003331395358711278,0.0002631875112212566,0.0002517050579488366,0.00024322427892313407,0.0001318364185450455,0.00011598101214694854,9.993785588481716e-05,9.075817758999521e-05,8.142487114728732e-05,7.26910413878453e-05,6.316493630630848e-05,5.347759768174573e-05,4.0504847357309086e-05,3.088711271896038e-05,2.1172067422085442e-05,1.1412619971407366e-05,3.79852606507128e-05,2.8546080495800276e-05,1.9042506714900994e-05,9.526686666497981e-06,6.0386778039196235e-05,5.065711461593032e-05,2.537827713132458e-05,0.0001042976060618738,9.587934636329576e-05,8.752353237727996e-05,7.92571500511384e-05,6.741903868937944e-05,4.0677944518111005e-05,2.667352170065359e-05,9.521968575372016e-06,0.0,0.0,0.0,0.0,0.0
22,0.00024538590271243956,0.000215218407179373,0.00016345028735269246,0.00015579208197998712,0.00015090881394223466,7.824526006737083e-05,6.717122931352338e-05,5.603456750241557e-05,5.094001268716974e-05,4.580139121524973e-05,4.11412428018749e-05,3.583730659354642e-05,3.048540269114201e-05,2.2368948566521852e-05,1.7188171038425297e-05,1.1926723208574057e-05,6.657076254940754e-06,2.390634543540016e-05,1.7953289561831705e-05,1.1973770550444586e-05,5.9891594127046365e-06,4.58113876273643e-05,3.9659176348525403e-05,1.9860022338136735e-05,6.947724354344695e-05,6.482524848137486e-05,6.022482374424167e-05,5.57713545386916e-05,4.8290302816636004e-05,2.642088170560865e-05,1.7240562664119718e-05,5.37770289536408e-06,0.0,0.0,0.0,0.0,0.0
23,0.00016320702347793377,0.00014415933577723337,0.00010520189678761319,9.997527823627802e-05,9.724595189332913e-05,4.744032093298971e-05,3.942466488589302e-05,3.1381884126400174e-05,2.8646136835420717e-05,2.5899090947047047e-05,2.350502827766987e-05,2.0573685621340796e-05,1.7628887620578446e-05,1.2280298363818267e-05,9.578644033695118e-06,6.784692920132717e-06,3.9909056920118e-06,1.4939713014847123e-05,1.1214419203883105e-05,7.47832174356544e-06,3.740112185713528e-06,3.5402245910639986e-05,3.1504000811711425e-05,1.5771216182201628e-05,4.862986966344723e-05,4.611502492491823e-05,4.3626352099692405e-05,4.1274503872412976e-05,3.6350623369669634e-05,1.7786468261393828e-05,1.1549731096803122e-05,3.027487148726176e-06,0.0,0.0,0.0,0.0,0.0
