hour,bus_0_pu,bus_1_pu,bus_2_pu,bus_3_pu,bus_4_pu,bus_5_pu,bus_6_pu,bus_7_pu,bus_8_pu,bus_9_pu,bus_10_pu,bus_11_pu,bus_12_pu,bus_13_pu,bus_14_pu,bus_15_pu,bus_16_pu,bus_17_pu,bus_18_pu,bus_19_pu,bus_20_pu,bus_21_pu,bus_22_pu,bus_23_pu,bus_24_pu,bus_25_pu,bus_26_pu,bus_27_pu,bus_28_pu,bus_29_pu,bus_30_pu,bus_31_pu,bus_32_pu
10,1.0,0.9977151148209676,0.9868796251905676,0.9811462364212555,0.9754808527294397,0.9613936627327427,0.9587254576116666,0.9550165089500378,0.9502238570084284,0.9457796840292502,0.9451224538359729,0.9439767157826404,0.939308862063986,0.9375784443504196,0.9365005684187159,0.9354566829702736,0.933910024499835,0.9334468411034618,0.9973036559012117,0.9945182114546253,0.9939697243554013,0.9934734938340152,0.9841013738160495,0.9789334637713862,0.9763586239378694,0.9599181873468913,0.9579580532593991,0.9492121998504071,0.9429301245718074,0.940211355180728,0.9370331201669139,0.9363339610328425,0.936117335765584
11,1.0,0.9978067697244251,0.9874079406645979,0.9819079118458951,0.9764735430636821,0.9629615256669926,0.9604022899095028,0.9568447225532212,0.9522485932409516,0.9479868172552144,0.9473565664015584,0.946257894154185,0.9417821387186539,0.9401229881813601,0.9390895379789783,0.9380886909805517,0.9366058428872814,0.9361617661395629,0.9974112224998326,0.994733570525656,0.9942063123464528,0.9937292918541712,0.9847389346272352,0.9797743589630854,0.9773009451361454,0.9615464816215888,0.9596667021317097,0.951279427035758,0.9452550246539977,0.9426478451474465,0.9396003016585628,0.9389298955890815,0.9387221802529054
12,1.0,0.997867686530859,0.9877589801187364,0.9824138851830556,0.9771328730125233,0.9640026413993003,0.9615157355869252,0.9580586540904817,0.9535929299907318,0.9494521777862602,0.9488398279522514,0.9477723826071958,0.9434240618437678,0.9418121859627357,0.9408082036126649,0.9398359035847883,0.9383953780976859,0.9379639740910785,0.9974827431587143,0.9948769227268109,0.9943638110826659,0.9938995916108525,0.9851626917069947,0.9803334569906068,0.9779275476419267,0.9626277009087646,0.9608012428854857,0.9526519097370593,0.9467984859986021,0.9442653481742312,0.941304508396296,0.9406531776029785,0.9404513732089337
13,1.0,0.9978980895242272,0.9879341519302209,0.9826663340554089,0.9774618061909232,0.9645219737963019,0.962071139039621,0.9586641713052935,0.9542634687881206,0.9501830580486604,0.9495796334357758,0.9485277569362859,0.9442429663194811,0.9426546575089829,0.941665364790541,0.9407072951329464,0.9392878663842558,0.9388627794583121,0.9975184468978696,0.9949485332260036,0.9944424930300617,0.9939846723726451,0.9853741887250882,0.9806125602230762,0.9782403694310144,0.9631670304601512,0.9613671594759098,0.9533364677399232,0.947568294890858,0.9450720735598085,0.9421544598240625,0.941512638942854,0.9413137814108311
14,1.0,0.9978372466558676,0.9875835767318577,0.9821610783624262,0.9768034527728152,0.9634824933886698,0.960959454016466,0.957452172793131,0.9529213066418442,0.9487200995577818,0.9480988076736186,0.9470157637993373,0.9426037883237962,0.9409682986198087,0.9399495971630004,0.9389630380747891,0.9375013728864174,0.937063638963167,0.9974470017512945,0.9948052685542431,0.9942850842494709,0.9938144648331277,0.9849509407285439,0.9800540569948175,0.977614406653882,0.9620875193921113,0.960234425286779,0.9519662314057376,0.9460273981043591,0.9434572743453341,0.9404531248014866,0.9397922656455671,0.9395875086605479
15,1.0,0.9977151148209676,0.9868796251905676,0.9811462364212555,0.9754808527294397,0.9613936627327427,0.9587254576116666,0.9550165089500378,0.9502238570084284,0.9457796840292502,0.9451224538359729,0.9439767157826404,0.939308862063986,0.9375784443504196,0.9365005684187159,0.9354566829702736,0.933910024499835,0.9334468411034618,0.9973036559012117,0.9945182114546253,0.9939697243554013,0.9934734938340152,0.9841013738160495,0.9789334637713862,0.9763586239378694,0.9599181873468913,0.9579580532593991,0.9492121998504071,0.9429301245718074,0.940211355180728,0.9370331201669139,0.9363339610328425,0.936117335765584
16,1.0,0.9974999227695219,0.9856385326826904,0.9793560680995939,0.973146980382308,0.9577058372746182,0.9547811095476044,0.9507158286652113,0.9454602617006519,0.9405863879104595,0.939865596346831,0.9386089626714139,0.9334883644114522,0.9315899615309129,0.9304073566344891,0.9292620075700418,0.9275648996576351,0.9270566684513606,0.9970513088149076,0.9940141368751185,0.9934160728837815,0.9928749791196224,0.9826045790738116,0.9769606991990991,0.9741484003313804,0.9560880396060653,0.9539386358887502,0.9443481590129739,0.9374591012878669,0.9344774404666276,0.9309912245234359,0.9302243062585714,0.929986683526156
17,1.0,0.9971891663755068,0.9838445685331819,0.9767662165331242,0.9697686615075863,0.9523633963351603,0.949066518961285,0.9444843687701464,0.9385565046129063,0.9330584205681626,0.9322452907732127,0.9308275239312449,0.9250487596003579,0.9229061014490202,0.9215711862834031,0.9202782630173985,0.9183622929243181,0.9177885323327494,0.9966874058495213,0.9932901049254568,0.992621112170274,0.9920158305422859,0.9804433572692449,0.9741157558496875,0.9709622560889857,0.9505389674133286,0.9481147060320548,0.9372976211997154,0.929526970105321,0.9261634123734295,0.9222295733816428,0.921364170304519,0.9210960276221954
18,1.0,0.9970322597994556,0.9829379838405806,0.9754564139398877,0.968059233356562,0.9496581791054841,0.9461726153119742,0.9413284391615684,0.9350593743306808,0.9292444249373601,0.9283844195368062,0.9268848391700996,0.9207717501890932,0.91850499548668,0.9170926828880619,0.9157247629013708,0.913697549058097,0.9130904822858367,0.9965038957249751,0.992926299601964,0.9922217958911592,0.9915843769283974,0.9793522577841869,0.9726811014234766,0.9693561129117808,0.9477289119405582,0.9451651661742365,0.9337255834144018,0.9255074812208616,0.9219500608719345,0.9177888902395906,0.9168734689196834,0.9165898253295429
19,1.0,0.9970951474283273,0.9833014031725702,0.9759815524358856,0.9687446637794549,0.9507430498870784,0.9473331746266851,0.9425941030825356,0.9364619327639567,0.9307741198935969,0.9299329226767844,0.928466170000114,0.922487240981481,0.9202702864885665,0.9188890348366117,0.9175512128366513,0.9155686453188404,0.9149749454754021,0.9965774272081228,0.9930719677210367,0.9923816721384079,0.9917571116002672,0.9797895547585382,0.9732559575306294,0.9699996364390088,0.9488558428320327,0.9463480593424242,0.9351582295387357,0.9271196534109106,0.9236400170893359,0.9195700679044907,0.9186747175332814,0.9183972940735895
20,1.0,0.9971891663755068,0.9838445685331819,0.9767662165331242,0.9697686615075863,0.9523633963351603,0.949066518961285,0.9444843687701464,0.9385565046129063,0.9330584205681626,0.9322452907732127,0.9308275239312449,0.9250487596003579,0.9229061014490202,0.9215711862834031,0.9202782630173985,0.9183622929243181,0.9177885323327494,0.9966874058495213,0.9932901049254568,0.992621112170274,0.9920158305422859,0.9804433572692449,0.9741157558496875,0.9709622560889857,0.9505389674133286,0.9481147060320548,0.9372976211997154,0.929526970105321,0.9261634123734295,0.9222295733816428,0.921364170304519,0.9210960276221954
21,1.0,0.9974071151790447,0.9851029776916075,0.9785831918653327,0.9721390410040527,0.9561124215119108,0.9530767642324728,0.9488574062798375,0.9434015329372076,0.938341698745988,0.9375933990419376,0.9362887665934913,0.9309721521786832,0.9290010111569214,0.9277730528558311,0.9265837622489348,0.924821491204036,0.9242937492116381,0.9969425656824921,0.9937974193273522,0.9931780896836638,0.9926177516542488,0.9819590921584347,0.9761105650250214,0.9731961518933602,0.9544330513197059,0.9522017529849299,0.9422458103646598,0.9350940959736832,0.931998663590307,0.9283791237053838,0.9275828722314892,0.927336159420875
22,1.0,0.9977151148209676,0.9868796251905676,0.9811462364212555,0.9754808527294397,0.9613936627327427,0.9587254576116666,0.9550165089500378,0.9502238570084284,0.9457796840292502,0.9451224538359729,0.9439767157826404,0.939308862063986,0.9375784443504196,0.9365005684187159,0.9354566829702736,0.933910024499835,0.9334468411034618,0.9973036559012117,0.9945182114546253,0.9939697243554013,0.9934734938340152,0.9841013738160495,0.9789334637713862,0.9763586239378694,0.9599181873468913,0.9579580532593991,0.9492121998504071,0.9429301245718074,0.940211355180728,0.9370331201669139,0.9363339610328425,0.936117335765584
23,1.0,0.9980193361275805,0.9886325452028535,0.9836725845058741,0.9787727157498427,0.9665912279921595,0.9642840587481809,0.9610766951094788,0.9569348868494619,0.953094719790249,0.9525268295503186,0.9515369347518433,0.9475050325046334,0.946010529531005,0.9450797038117925,0.944178271881683,0.9428428051983705,0.9424428596498154,0.9976608886367512,0.9952345420900296,0.994756775590018,0.9943245389141451,0.9862176601133876,0.9817260306198965,0.9794884908487324,0.965315913523603,0.9636219053770204,0.95606360898204,0.9506348695795773,0.9482856271268905,0.945540089291413,0.9449361255322852,0.9447489987739122
