hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001728393406248833,0.00015357440744831528,0.00011021101288883834,0.0001046427819123718,0.00010206905272607137,4.780110617198989e-05,3.8948745852310124e-05,3.006055592811344e-05,2.754924295770274e-05,2.5028436931212465e-05,2.2874888450743413e-05,2.0089938389670128e-05,1.7294348957068317e-05,1.1581049116769906e-05,9.149874786629404e-06,6.581911756059421e-06,4.0133724864228955e-06,1.4994804765669646e-05,1.1256069485058746e-05,7.506180909857702e-06,3.754088494245526e-06,4.0034603904272086e-05,3.6076911359398746e-05,1.80638130382331e-05,5.343040147168184e-05,5.1076730322601206e-05,4.874075396719469e-05,4.656154204442603e-05,4.132898030853743e-05,1.9066830922677523e-05,1.2353150904269439e-05,2.929491676438523e-06,0.0,0.0,0.0,0.0,0.0
11,0.00017721169217234966,0.00015748020264158067,0.00011304631340390248,0.0001073409274732939,0.00010470339718967898,4.903050978955448e-05,3.995408530191869e-05,3.0839889100584294e-05,2.8264366843910215e-05,2.567874571323003e-05,2.3469746795847352e-05,2.0612990161151684e-05,1.7744899575054917e-05,1.1883095445462917e-05,9.38867366274435e-06,6.753805063205765e-06,4.118210278220508e-06,1.535823598300246e-05,1.1529133180623996e-05,7.688328571577369e-06,3.845211534067733e-06,4.102376688683927e-05,3.696892998217106e-05,1.8511109171431928e-05,5.481307312949131e-05,5.2399827814180856e-05,5.000458363928887e-05,4.776948194805823e-05,4.240177449660722e-05,1.95629377963225e-05,1.2674680276637211e-05,3.0057570624449396e-06,0.0,0.0,0.0,0.0,0.0
12,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
13,0.00017940202911249025,0.000159437218692431,0.00011446759774417584,0.00010869357721382062,0.00010602411191111162,4.964677849475713e-05,4.0458108983911405e-05,3.123067422958542e-05,2.862297335029711e-05,2.6004862626723952e-05,2.3768066712511465e-05,2.0875311840084048e-05,1.7970866194147925e-05,1.2034589023182226e-05,9.508448312960215e-06,6.840024170005149e-06,4.1707958494489576e-06,1.5539990136148094e-05,1.1665698429259766e-05,7.779425638587387e-06,3.890785125905202e-06,4.151881179748485e-05,3.741536905701645e-05,1.8734985029013486e-05,5.550634221487127e-05,5.30632531930082e-05,5.063831594681971e-05,4.8375201468907255e-05,4.29397376885965e-05,1.9811739661634107e-05,1.2835932243581505e-05,3.044005669187155e-06,0.0,0.0,0.0,0.0,0.0
14,0.00018159515849891088,0.00016139699866657404,0.00011589132195075812,0.00011004862857778513,0.00010734720516854304,5.0264099098340494e-05,4.096304176432057e-05,3.162221054583419e-05,2.8982281403895074e-05,2.63316260199489e-05,2.406698492572489e-05,2.1138168072307838e-05,1.8197297199519737e-05,1.2186398620950963e-05,9.628475037665267e-06,6.926426323122882e-06,4.2234934022077525e-06,1.572177003056498e-05,1.1802285981367041e-05,7.870538221174008e-06,3.936366778419062e-06,4.201416675566021e-05,3.7862095662019855e-05,1.8959013291525886e-05,5.620090951106767e-05,5.3727938809805485e-05,5.127326881178677e-05,4.8982095975165776e-05,4.3478752681346916e-05,2.0061044243767226e-05,1.2997511521640952e-05,3.0823321372407586e-06,0.0,0.0,0.0,0.0,0.0
15,0.00020104715437494093,0.00017814284238793705,0.00012951287445558732,0.00012309413519856252,0.00011987475278923973,5.766671556028499e-05,4.764093585713846e-05,3.756883045736055e-05,3.4346636879377e-05,3.110767984613889e-05,2.8304797990066253e-05,2.481017663794614e-05,2.129592228556742e-05,1.4651758429164841e-05,1.1476065880331696e-05,8.170679941419355e-06,4.86393042797178e-06,1.7924259332939783e-05,1.3457208265874615e-05,8.974455204158133e-06,4.48861914365097e-06,4.4439435158790796e-05,3.9732513070584463e-05,1.9897045087795096e-05,6.093120211891793e-05,5.796190055424117e-05,5.501949741669459e-05,5.2244662840470916e-05,4.6149153495025e-05,2.2128523702425707e-05,1.4358506879852563e-05,3.6351346735842956e-06,0.0,0.0,0.0,0.0,0.0
16,0.0002725944316198373,0.0002396627299854484,0.0001813614643857581,0.0001728747684157566,0.00016760656790595433,8.621213327022672e-05,7.374250080337391e-05,6.119089163004264e-05,5.567593655507496e-05,5.010792090596563e-05,4.508567047263226e-05,3.931375463883686e-05,3.3483634464473355e-05,2.441426057872487e-05,1.8797506507847996e-05,1.308061634129425e-05,7.35315911148272e-06,2.6073310692868455e-05,1.9583211938510943e-05,1.3061383496186475e-05,6.533430922259307e-06,5.1817612682509445e-05,4.507761391325928e-05,2.2578357519597982e-05,7.81004045633809e-05,7.308584457600685e-05,6.812508196842871e-05,6.332730316210069e-05,5.4998632542320725e-05,2.9593588622896084e-05,1.9297248844755564e-05,5.8696967019530346e-06,0.0,0.0,0.0,0.0,0.0
17,0.0005268843682927187,0.0004622959226624656,0.00037512603914976973,0.00035981223596384535,0.000347620552734529,0.0001935570510874748,0.00017269689598731574,0.00015142153843796427,0.00013768683967053586,0.0001235757026494811,0.00011014686889207702,9.574593146412794e-05,8.09438961471099e-05,6.224029276269436e-05,4.735174131308144e-05,3.230533600133999e-05,1.7133239364265042e-05,5.175515984033905e-05,3.89203871171573e-05,2.5968262279664248e-05,1.2993944657203487e-05,7.404782578608465e-05,6.073845846175102e-05,3.0441038654824535e-05,0.00014262023159827947,0.0001301076384220313,0.00011763721932398669,0.00010510473152443631,8.845572534037265e-05,5.633367647661256e-05,3.7054269221122054e-05,1.4182560702218407e-05,0.0,0.0,0.0,0.0,0.0
18,0.0009544215078086471,0.000858663825912846,0.0007404448447044497,0.0007173627890043427,0.0006970963200373164,0.0004258853794798002,0.000392372431787613,0.00035689767864262306,0.00032931336038930875,0.0002990918896634138,0.000269496003422197,0.0002378647745083633,0.0002026943853051227,0.00015999449016936687,0.00012259835043747447,8.399951819490933e-05,4.3889597298708384e-05,7.796984983955603e-05,5.8708959046001015e-05,3.9186511345712566e-05,1.961490726406194e-05,9.854155910745038e-05,7.795048661122736e-05,3.909644241775813e-05,0.0002483639998720001,0.00022531046557754396,0.00020211335988376102,0.00017792239868010288,0.00014798957032730395,0.00010076720432433411,6.661151091421644e-05,2.7730783228616458e-05,0.0,0.0,0.0,0.0,0.0
19,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
20,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
21,0.0006251433964956793,0.0005497328730148864,0.00045548043318298067,0.0004378641743992346,0.0004229971521098653,0.00024102049807486146,0.00021740099984538216,0.00019315059521972752,0.00017586931120931908,0.00015794776327378516,0.00014066548209123048,0.00012235320782694357,0.0001033440032340732,8.037328499525398e-05,6.106306106206825e-05,4.1522786464970195e-05,2.1751668077556057e-05,6.063690656667537e-05,4.561799671546484e-05,3.0440628565790122e-05,1.5233454232673293e-05,7.881597722939752e-05,6.317029588239863e-05,3.166255934046349e-05,0.00016696640408101542,0.0001513136967202499,0.00013566058396947657,0.00011975594354766355,9.982775546004468e-05,6.638604603206596e-05,4.3783929484512826e-05,1.7718763657705335e-05,0.0,0.0,0.0,0.0,0.0
22,0.00033355868804294317,0.0002912715940608443,0.00022941260959438204,0.00021926561196169322,0.00021178123429355084,0.0001146112893616583,0.00010071778476252707,8.668790075122863e-05,7.867637171351956e-05,7.055166842143116e-05,6.2952856044844e-05,5.467072382971462e-05,4.6270526729469614e-05,3.503331169896127e-05,2.670597621046625e-05,1.8300205620232545e-05,9.863411062407198e-06,3.3715251013694115e-05,2.5331377812930682e-05,1.6896849178659707e-05,8.452694286348322e-06,5.338561371078552e-05,4.477514482504323e-05,2.2426187064106906e-05,9.097615999654659e-05,8.359108211208523e-05,7.626542023855405e-05,6.903880946376191e-05,5.8711109120816774e-05,3.540964852041924e-05,2.3216697040546274e-05,8.28743214012903e-06,0.0,0.0,0.0,0.0,0.0
23,0.00018254125139327855,0.0001606001628631824,0.0001191679294138017,0.00011337428632017901,0.00011004901118758656,5.528932121473891e-05,4.665272959739268e-05,3.7984854344363105e-05,3.459203601159638e-05,3.118093110022711e-05,2.8153561306246098e-05,2.4581620736470296e-05,2.0988643392695274e-05,1.5008567300836693e-05,1.1614672733299051e-05,8.14168541524765e-06,4.667554895918579e-06,1.7297263359360538e-05,1.2985582962696496e-05,8.659713492750118e-06,4.3310914855416e-06,3.719438428246398e-05,3.271569824563444e-05,1.6378529421548977e-05,5.29995600595662e-05,4.989871764390089e-05,4.683357354273568e-05,4.390635366092862e-05,3.838834364267299e-05,1.9748995611593448e-05,1.2851046512957803e-05,3.652966411073272e-06,0.0,0.0,0.0,0.0,0.0
