hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
11,0.00015545893341383182,0.0001380590918860794,9.896488293457626e-05,9.394376585438015e-05,9.162433338397706e-05,4.292449329209839e-05,3.496280154835284e-05,2.6972462971652154e-05,2.4716048733399178e-05,2.2452355427588878e-05,2.05187300760188e-05,1.8018521729240257e-05,1.5510205481719346e-05,1.0385150165081348e-05,8.204478121861113e-06,5.901453014603357e-06,3.598373497624656e-06,1.3542102887671312e-05,1.0164701469186256e-05,6.77820720701965e-06,3.3899168748898593e-06,3.609019082870084e-05,3.2520186877218676e-05,1.6280644106049187e-05,4.795026446872356e-05,4.583340407470791e-05,4.373294707544195e-05,4.17755160675195e-05,3.707873790565802e-05,1.7101958573419972e-05,1.1079764555936773e-05,2.6274584998035545e-06,0.0,0.0,0.0,0.0,0.0
12,0.0001511405600103479,0.00013420670935272643,9.617663156048548e-05,9.129192110131693e-05,8.903583896641319e-05,4.171538304175198e-05,3.397498542003721e-05,2.620759386315151e-05,2.401442883148458e-05,2.181448740911102e-05,1.9935382593936467e-05,1.7505751113285056e-05,1.5068584821620315e-05,1.0089178718440947e-05,7.970523919442267e-06,5.733077002275174e-06,3.4956873137813183e-06,1.317918186364528e-05,9.892080105044064e-06,6.596367296830284e-06,3.2989537353571896e-06,3.510711543754133e-05,3.163381373254598e-05,1.5836340029927872e-05,4.6592601595136477e-05,4.453457880545209e-05,4.2492620500554014e-05,4.0590198825553016e-05,3.6026191462178973e-05,1.6615522557221818e-05,1.0764531102275911e-05,2.552690702685915e-06,0.0,0.0,0.0,0.0,0.0
13,0.00014898531283567018,0.00013228441549603136,9.478593295359975e-05,8.996937064917397e-05,8.774493051870432e-05,4.1112306628727416e-05,3.3482353332346856e-05,2.582621161400247e-05,2.3664601086122173e-05,2.1496458082640327e-05,1.9644545757242835e-05,1.725011310797997e-05,1.484842348278121e-05,9.941634371355461e-06,7.853898755340701e-06,5.649144465289483e-06,3.444500489081304e-06,1.299775934250646e-05,9.755802376751843e-06,6.5054702716303035e-06,3.253484080382461e-06,3.4616027628712925e-05,3.1191044372824696e-05,1.561440909086182e-05,4.591559031596739e-05,4.388693242278224e-05,4.187416720947627e-05,3.999918597325732e-05,3.550139105035951e-05,1.637300760860463e-05,1.0607372044315808e-05,2.5154156627317856e-06,0.0,0.0,0.0,0.0,0.0
14,0.00015329842938994277,0.00013613159734760942,9.756961101892992e-05,9.261671567163373e-05,9.032896944806884e-05,4.231944361425825e-05,3.446846670171712e-05,2.6589676412392666e-05,2.436491021664501e-05,2.2133118778040974e-05,2.0226776362305928e-05,1.7761886415852118e-05,1.5289178031994646e-05,1.023701677494347e-05,8.087383274390225e-06,5.817179535482593e-06,3.546978122646868e-06,1.336062970149639e-05,1.0028379794003089e-05,6.687279602789307e-06,3.3444313305284614e-06,3.559850291395884e-05,3.207686099569631e-05,1.605841824121002e-05,4.727082420030818e-05,4.518340062805838e-05,4.3112211782377886e-05,4.118230691894355e-05,3.655197200572082e-05,1.685850536568003e-05,1.0921994720372646e-05,2.590038183432983e-06,0.0,0.0,0.0,0.0,0.0
15,0.000169322902466316,0.0001501109737342935,0.00010839540983017409,0.0001029529210359818,0.000100314677999702,4.774996904501192e-05,3.921095518301113e-05,3.063910693260299e-05,2.8033482623176586e-05,2.5417643233860728e-05,2.31669983768637e-05,2.0320178324568523e-05,1.7461415636262706e-05,1.1884519804542486e-05,9.339242669564425e-06,6.6760157607733924e-06,4.012621289766378e-06,1.5000937919670946e-05,1.1260579219229199e-05,7.50915955063465e-06,3.755563363789023e-06,3.827552538072516e-05,3.433316027189609e-05,1.718949325485863e-05,5.160570769836982e-05,4.918709308924406e-05,4.678962649498399e-05,4.4541206240525254e-05,3.942315117931104e-05,1.859691152590756e-05,1.205876030863239e-05,2.9711438916350785e-06,0.0,0.0,0.0,0.0,0.0
16,0.0002156003842294237,0.0001901815603409894,0.00014068717596225954,0.00013386473174671124,0.00013006226455974582,6.472646459311336e-05,5.439389288496652e-05,4.4012415438071834e-05,4.012392110327934e-05,3.621034524215e-05,3.275671246267558e-05,2.8632830300019246e-05,2.4480151186014252e-05,1.7367823340300792e-05,1.3475292170659738e-05,9.478441169335428e-06,5.478822029696421e-06,2.0013267911377216e-05,1.5027011329951355e-05,1.0021608135136074e-05,5.012478415716953e-06,4.462316357051672e-05,3.941457221496738e-05,1.973749375067534e-05,6.342883536465578e-05,5.9881641162780845e-05,5.637244967440565e-05,5.3024453851383585e-05,4.6483903858530415e-05,2.3527722525977318e-05,1.530017800634106e-05,4.23523980785382e-06,0.0,0.0,0.0,0.0,0.0
17,0.00034588510703684666,0.0003032355865047403,0.00023567568432884104,0.00022512549121735483,0.00021781634675198158,0.00011583042731856941,0.00010086949776139361,8.576154192260967e-05,7.793200473006824e-05,6.99916793065869e-05,6.266198449257484e-05,5.4520500755100505e-05,4.626134419703279e-05,3.4577043541828696e-05,2.6453175406701753e-05,1.822954262166018e-05,9.97651151949377e-06,3.393909262418981e-05,2.5500799412538875e-05,1.7010176794050897e-05,8.509543868380742e-06,5.903659645794965e-05,5.031372224597842e-05,2.5206107481632497e-05,9.643363938811682e-05,8.92920460108364e-05,8.221524364792284e-05,7.527034711243e-05,6.458697028220543e-05,3.726729619304028e-05,2.4382183541388493e-05,8.194353505833084e-06,0.0,0.0,0.0,0.0,0.0
18,0.00048089476484982876,0.00042180245109674816,0.00033834179959226716,0.0003241741908317107,0.00031329389287229587,0.00017228932470783454,0.00015275774892703543,0.00013289442599467114,0.0001208016581104461,0.00010842474455665295,9.673965301203657e-05,8.410178214762068e-05,7.11625947615029e-05,5.433263471341068e-05,4.138772690884638e-05,2.8305287966672014e-05,1.5131875987599476e-05,4.7266461274636215e-05,3.55375343872282e-05,2.3709735687889456e-05,1.1863178118207376e-05,7.150435913497768e-05,5.935514159889178e-05,2.9746259026178507e-05,0.00013127655135887644,0.00012025572834835905,0.00010929097593567001,9.833811179967642e-05,8.322592156089353e-05,5.161382414817023e-05,3.3898369511017324e-05,1.2536648267138377e-05,0.0,0.0,0.0,0.0,0.0
19,0.0005578842605691917,0.0004899792565546754,0.00039950301693491473,0.0003834256437282626,0.00037047794955408084,0.0002073192515023262,0.00018542383089726282,0.00016305091307726083,0.00014832775855498187,0.0001331620000195017,0.00011869063348937264,0.0001032045898984318,8.724387251191082e-05,6.72407124903504e-05,5.114728179154522e-05,3.4876070566513193e-05,1.8453493095341852e-05,5.445999321255629e-05,4.0959845710819035e-05,2.733010449142438e-05,1.3675875301132194e-05,7.665056130325617e-05,6.262687625361306e-05,3.138987601172498e-05,0.00015078621495072085,0.000137409405971163,0.0001240670036195503,0.0001106185821946019,9.294183035115806e-05,5.968525503083469e-05,3.927932851543021e-05,1.5193931274091964e-05,0.0,0.0,0.0,0.0,0.0
20,0.000521474480815445,0.0004573350507553004,0.0003712979288077489,0.00035612724976640187,0.0003440060738029483,0.00019168577812283443,0.00017109396915697257,0.00015009716635274521,0.00013646254191807835,0.00012245897332122701,0.00010912294767931052,9.483752759960512e-05,8.015974674906008e-05,6.167731457398813e-05,4.691241807720918e-05,3.19940719669127e-05,1.6952934432270886e-05,5.139576929244058e-05,3.8649247177130836e-05,2.5787164296653822e-05,1.2903238475640665e-05,7.300798863948048e-05,5.9798968817882675e-05,2.9968983352751114e-05,0.00014091421679492371,0.00012847506758223917,0.00011607724409828932,0.00010361812292448837,8.714270584822195e-05,5.565480042850741e-05,3.661305577057933e-05,1.4066292164351688e-05,0.0,0.0,0.0,0.0,0.0
21,0.0003759314195844468,0.000328772107470934,0.0002599278428084406,0.0002485845418920188,0.00024016967562356673,0.00013032418029385092,0.0001147141232436425,9.892182719319134e-05,8.982305406148571e-05,8.057405299422571e-05,7.19113326636069e-05,6.247579911773203e-05,5.288287449047497e-05,4.008912676234896e-05,3.056167640664922e-05,2.0940114656665604e-05,1.1275235610699382e-05,3.762661040807171e-05,2.8275925809433934e-05,1.886215660629235e-05,9.436396720030712e-06,5.937066316007342e-05,4.9739418960985885e-05,2.4917581372053308e-05,0.00010277655431875708,9.442185515536595e-05,8.612876240418221e-05,7.792336944637857e-05,6.623673444315828e-05,4.009486748479489e-05,2.6295299174029173e-05,9.428227796685539e-06,0.0,0.0,0.0,0.0,0.0
22,0.0002409048317737622,0.00021119678305043317,0.00016051283353996096,0.00015299186760676088,0.00014817217600546822,7.693777558134329e-05,6.609383004995926e-05,5.5190165783412496e-05,5.016472575247957e-05,4.5096601806364145e-05,4.049573407996197e-05,3.5268470151998986e-05,2.999480966892466e-05,2.2034270174113597e-05,1.692492410138198e-05,1.1738004597208255e-05,6.543229221216882e-06,2.3546069702520748e-05,1.7682342776895018e-05,1.1792982350464156e-05,5.8986921796446154e-06,4.48153038785288e-05,3.876055652967987e-05,1.940931904810234e-05,6.806486486229584e-05,6.347227278536361e-05,5.893080026909768e-05,5.453345332455127e-05,4.719124187243907e-05,2.5900927553786853e-05,1.6903567604239303e-05,5.297292179088361e-06,0.0,0.0,0.0,0.0,0.0
23,0.0001588793989649732,0.00014029655945427497,0.0001024041926273852,9.73139473661508e-05,9.464788239258538e-05,4.622093334060634e-05,3.8427141074559576e-05,3.060804257863553e-05,2.7936264580554787e-05,2.5253806982359995e-05,2.2914778490806244e-05,2.005466384945307e-05,1.7181797100738703e-05,1.1979575839277364e-05,9.341215068714568e-06,6.6139751219715125e-06,3.887034694293646e-06,1.4577316951281826e-05,1.0942152635422726e-05,7.296710504647119e-06,3.64925978944633e-06,3.44194954808878e-05,3.061801353761193e-05,1.532714309283224e-05,4.727179925895467e-05,4.481577440690317e-05,4.238559196387189e-05,4.008886320006384e-05,3.5298020345761e-05,1.7298002617625405e-05,1.1233170708897677e-05,2.9522926585734175e-06,0.0,0.0,0.0,0.0,0.0
