hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
11,0.00015545893341383182,0.0001380590918860794,9.896488293457626e-05,9.394376585438015e-05,9.162433338397706e-05,4.292449329209839e-05,3.496280154835284e-05,2.6972462971652154e-05,2.4716048733399178e-05,2.2452355427588878e-05,2.05187300760188e-05,1.8018521729240257e-05,1.5510205481719346e-05,1.0385150165081348e-05,8.204478121861113e-06,5.901453014603357e-06,3.598373497624656e-06,1.3542102887671312e-05,1.0164701469186256e-05,6.77820720701965e-06,3.3899168748898593e-06,3.609019082870084e-05,3.2520186877218676e-05,1.6280644106049187e-05,4.795026446872356e-05,4.583340407470791e-05,4.373294707544195e-05,4.17755160675195e-05,3.707873790565802e-05,1.7101958573419972e-05,1.1079764555936773e-05,2.6274584998035545e-06,0.0,0.0,0.0,0.0,0.0
12,0.0001511405600103479,0.00013420670935272643,9.617663156048548e-05,9.129192110131693e-05,8.903583896641319e-05,4.171538304175198e-05,3.397498542003721e-05,2.620759386315151e-05,2.401442883148458e-05,2.181448740911102e-05,1.9935382593936467e-05,1.7505751113285056e-05,1.5068584821620315e-05,1.0089178718440947e-05,7.970523919442267e-06,5.733077002275174e-06,3.4956873137813183e-06,1.317918186364528e-05,9.892080105044064e-06,6.596367296830284e-06,3.2989537353571896e-06,3.510711543754133e-05,3.163381373254598e-05,1.5836340029927872e-05,4.6592601595136477e-05,4.453457880545209e-05,4.2492620500554014e-05,4.0590198825553016e-05,3.6026191462178973e-05,1.6615522557221818e-05,1.0764531102275911e-05,2.552690702685915e-06,0.0,0.0,0.0,0.0,0.0
13,0.00014898531283567018,0.00013228441549603136,9.478593295359975e-05,8.996937064917397e-05,8.774493051870432e-05,4.1112306628727416e-05,3.3482353332346856e-05,2.582621161400247e-05,2.3664601086122173e-05,2.1496458082640327e-05,1.9644545757242835e-05,1.725011310797997e-05,1.484842348278121e-05,9.941634371355461e-06,7.853898755340701e-06,5.649144465289483e-06,3.444500489081304e-06,1.299775934250646e-05,9.755802376751843e-06,6.5054702716303035e-06,3.253484080382461e-06,3.4616027628712925e-05,3.1191044372824696e-05,1.561440909086182e-05,4.591559031596739e-05,4.388693242278224e-05,4.187416720947627e-05,3.999918597325732e-05,3.550139105035951e-05,1.637300760860463e-05,1.0607372044315808e-05,2.5154156627317856e-06,0.0,0.0,0.0,0.0,0.0
14,0.00015329842938994277,0.00013613159734760942,9.756961101892992e-05,9.261671567163373e-05,9.032896944806884e-05,4.231944361425825e-05,3.446846670171712e-05,2.6589676412392666e-05,2.436491021664501e-05,2.2133118778040974e-05,2.0226776362305928e-05,1.7761886415852118e-05,1.5289178031994646e-05,1.023701677494347e-05,8.087383274390225e-06,5.817179535482593e-06,3.546978122646868e-06,1.336062970149639e-05,1.0028379794003089e-05,6.687279602789307e-06,3.3444313305284614e-06,3.559850291395884e-05,3.207686099569631e-05,1.605841824121002e-05,4.727082420030818e-05,4.518340062805838e-05,4.3112211782377886e-05,4.118230691894355e-05,3.655197200572082e-05,1.685850536568003e-05,1.0921994720372646e-05,2.590038183432983e-06,0.0,0.0,0.0,0.0,0.0
15,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
16,0.00017721169217234966,0.00015748020264158067,0.00011304631340390248,0.0001073409274732939,0.00010470339718967898,4.903050978955448e-05,3.995408530191869e-05,3.0839889100584294e-05,2.8264366843910215e-05,2.567874571323003e-05,2.3469746795847352e-05,2.0612990161151684e-05,1.7744899575054917e-05,1.1883095445462917e-05,9.38867366274435e-06,6.753805063205765e-06,4.118210278220508e-06,1.535823598300246e-05,1.1529133180623996e-05,7.688328571577369e-06,3.845211534067733e-06,4.102376688683927e-05,3.696892998217106e-05,1.8511109171431928e-05,5.481307312949131e-05,5.2399827814180856e-05,5.000458363928887e-05,4.776948194805823e-05,4.240177449660722e-05,1.95629377963225e-05,1.2674680276637211e-05,3.0057570624449396e-06,0.0,0.0,0.0,0.0,0.0
17,0.00019924241607758566,0.00017717642970217393,0.0001273705360564928,0.00012097706838885529,0.00011801913911908514,5.5241207203320015e-05,4.5035828981859705e-05,3.478205192253203e-05,3.188248006111853e-05,2.8969450440816323e-05,2.6480282732991384e-05,2.3260634360955117e-05,2.0025788334789547e-05,1.3412475358795073e-05,1.0597942503864847e-05,7.624363862119425e-06,4.649185230069313e-06,1.7176939985930472e-05,1.289579263881705e-05,8.599999712019927e-06,4.301311346343352e-06,4.5988269080592945e-05,4.144635318231359e-05,2.0756775843079305e-05,6.180505043406698e-05,5.90916386279047e-05,5.639765602730931e-05,5.38803476711785e-05,4.7829453123159334e-05,2.207392710841448e-05,1.430215637666207e-05,3.391801079999152e-06,0.0,0.0,0.0,0.0,0.0
18,0.00021036645075694758,0.00018713213610741335,0.0001346278449914004,0.0001278888678912988,0.00012476985040181645,5.838757829293057e-05,4.761218753429334e-05,3.678249007662622e-05,3.371896290464338e-05,3.064008341497805e-05,2.8008953049406812e-05,2.460537290811636e-05,2.1184407326745256e-05,1.4189537938537523e-05,1.1212448178134404e-05,8.066812962915337e-06,4.919059231195689e-06,1.8087266828950673e-05,1.3579966434740708e-05,9.056422376617051e-06,4.529666224280749e-06,4.8482381296173876e-05,4.369606441268402e-05,2.188544011343912e-05,6.535174736330262e-05,6.248678019649253e-05,5.9641888863123866e-05,5.698170274012091e-05,5.058440720353401e-05,2.334908791615601e-05,1.5128700151990687e-05,3.587869547833021e-06,0.0,0.0,0.0,0.0,0.0
19,0.00020590794894211046,0.0001831410524859488,0.000131717123774541,0.00012511646961157195,0.00012206195962710689,5.7125670681157285e-05,4.657873662991842e-05,3.5979907926480237e-05,3.298212070101694e-05,2.996975676298e-05,2.7395565224779403e-05,2.4065761351614302e-05,2.0719468372659717e-05,1.3877697421757101e-05,1.0965835617925572e-05,7.889244714194907e-06,4.810749495037444e-06,1.772305764207635e-05,1.3306229019054337e-05,8.873806088769444e-06,4.438299744966766e-06,4.748377615149759e-05,4.279528941174061e-05,2.1433502317345965e-05,6.392891242094788e-05,6.112468752266125e-05,5.834028536419351e-05,5.573739551396732e-05,4.9479054201424136e-05,2.283741026139171e-05,1.4797032044198631e-05,3.509192215159953e-06,0.0,0.0,0.0,0.0,0.0
20,0.00019924241607758566,0.00017717642970217393,0.0001273705360564928,0.00012097706838885529,0.00011801913911908514,5.5241207203320015e-05,4.5035828981859705e-05,3.478205192253203e-05,3.188248006111853e-05,2.8969450440816323e-05,2.6480282732991384e-05,2.3260634360955117e-05,2.0025788334789547e-05,1.3412475358795073e-05,1.0597942503864847e-05,7.624363862119425e-06,4.649185230069313e-06,1.7176939985930472e-05,1.289579263881705e-05,8.599999712019927e-06,4.301311346343352e-06,4.5988269080592945e-05,4.144635318231359e-05,2.0756775843079305e-05,6.180505043406698e-05,5.90916386279047e-05,5.639765602730931e-05,5.38803476711785e-05,4.7829453123159334e-05,2.207392710841448e-05,1.430215637666207e-05,3.391801079999152e-06,0.0,0.0,0.0,0.0,0.0
21,0.00018379109423421572,0.0001633595564301037,0.00011731749902623815,0.00011140609444590311,0.00010867268976154219,5.088247713683615e-05,4.146888854297149e-05,3.201450221551641e-05,2.9342294928087653e-05,2.6659039532983044e-05,2.4366504824682e-05,2.1401561911340324e-05,1.8424195256630717e-05,1.233852606838038e-05,9.748755303738125e-06,7.013012593206594e-06,4.276303592661206e-06,1.590357570018065e-05,1.1938895864314486e-05,7.961666338070543e-06,3.981956501211868e-06,4.250983259363302e-05,3.830911056885217e-05,1.918319437022074e-05,5.689678212772137e-05,5.439389160458105e-05,5.190944899276082e-05,4.9590171995132585e-05,4.401882534288867e-05,2.0310854398808912e-05,1.3159419975169135e-05,3.1207369108394777e-06,0.0,0.0,0.0,0.0,0.0
22,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
23,0.0001403903009884164,0.000124620936927381,8.924571835370899e-05,8.47013835365116e-05,8.260329204280793e-05,3.870974510378921e-05,3.152023079871852e-05,2.4307612537223075e-05,2.2271757723360934e-05,2.023029742194515e-05,1.8486708372788144e-05,1.6232480620294614e-05,1.3972050214667979e-05,9.354362095326336e-06,7.389714377653637e-06,5.3150955815657326e-06,3.240781574397181e-06,1.22723217990072e-05,9.210910563675765e-06,6.142034631170713e-06,3.0716846841728795e-06,3.2654657808383654e-05,2.94227318109958e-05,1.4728150504938045e-05,4.321953360812152e-05,4.130797946134679e-05,3.941161535167189e-05,3.764597244341689e-05,3.3411887803375076e-05,1.5407576399281013e-05,9.981748774286464e-06,2.36703213477417e-06,0.0,0.0,0.0,0.0,0.0
