hour,line_0_pct,line_1_pct,line_2_pct,line_3_pct,line_4_pct,line_5_pct,line_6_pct,line_7_pct,line_8_pct,line_9_pct,line_10_pct,line_11_pct,line_12_pct,line_13_pct,line_14_pct,line_15_pct,line_16_pct,line_17_pct,line_18_pct,line_19_pct,line_20_pct,line_21_pct,line_22_pct,line_23_pct,line_24_pct,line_25_pct,line_26_pct,line_27_pct,line_28_pct,line_29_pct,line_30_pct,line_31_pct,line_32_pct,line_33_pct,line_34_pct,line_35_pct,line_36_pct
10,0.0001619563793217546,0.00014385734039071166,0.00010316457098531474,9.793856651235476e-05,9.552394160510839e-05,4.47456270520668e-05,3.645097175690286e-05,2.8125084299578256e-05,2.577344245530295e-05,2.3413729873691383e-05,2.1397981429659972e-05,1.8791455235052373e-05,1.6175917264818266e-05,1.0831338799950571e-05,8.557188813628726e-06,6.155308754127482e-06,3.753192918375231e-06,1.408667485471913e-05,1.0573798669590019e-05,7.0510819858122405e-06,3.5264212936673543e-06,3.75670649772144e-05,3.3851843443395474e-05,1.6948211467878904e-05,4.9995955456878476e-05,4.7790566813490846e-05,4.560207802083644e-05,4.356180875338577e-05,3.8665000682391084e-05,1.7835166326904795e-05,1.1554928163103594e-05,2.740160464142747e-06,0.0,0.0,0.0,0.0,0.0
11,0.00015545893341383182,0.0001380590918860794,9.896488293457626e-05,9.394376585438015e-05,9.162433338397706e-05,4.292449329209839e-05,3.496280154835284e-05,2.6972462971652154e-05,2.4716048733399178e-05,2.2452355427588878e-05,2.05187300760188e-05,1.8018521729240257e-05,1.5510205481719346e-05,1.0385150165081348e-05,8.204478121861113e-06,5.901453014603357e-06,3.598373497624656e-06,1.3542102887671312e-05,1.0164701469186256e-05,6.77820720701965e-06,3.3899168748898593e-06,3.609019082870084e-05,3.2520186877218676e-05,1.6280644106049187e-05,4.795026446872356e-05,4.583340407470791e-05,4.373294707544195e-05,4.17755160675195e-05,3.707873790565802e-05,1.7101958573419972e-05,1.1079764555936773e-05,2.6274584998035545e-06,0.0,0.0,0.0,0.0,0.0
12,0.0001511405600103479,0.00013420670935272643,9.617663156048548e-05,9.129192110131693e-05,8.903583896641319e-05,4.171538304175198e-05,3.397498542003721e-05,2.620759386315151e-05,2.401442883148458e-05,2.181448740911102e-05,1.9935382593936467e-05,1.7505751113285056e-05,1.5068584821620315e-05,1.0089178718440947e-05,7.970523919442267e-06,5.733077002275174e-06,3.4956873137813183e-06,1.317918186364528e-05,9.892080105044064e-06,6.596367296830284e-06,3.2989537353571896e-06,3.510711543754133e-05,3.163381373254598e-05,1.5836340029927872e-05,4.6592601595136477e-05,4.453457880545209e-05,4.2492620500554014e-05,4.0590198825553016e-05,3.6026191462178973e-05,1.6615522557221818e-05,1.0764531102275911e-05,2.552690702685915e-06,0.0,0.0,0.0,0.0,0.0
13,0.00014898531283567018,0.00013228441549603136,9.478593295359975e-05,8.996937064917397e-05,8.774493051870432e-05,4.1112306628727416e-05,3.3482353332346856e-05,2.582621161400247e-05,2.3664601086122173e-05,2.1496458082640327e-05,1.9644545757242835e-05,1.725011310797997e-05,1.484842348278121e-05,9.941634371355461e-06,7.853898755340701e-06,5.649144465289483e-06,3.444500489081304e-06,1.299775934250646e-05,9.755802376751843e-06,6.5054702716303035e-06,3.253484080382461e-06,3.4616027628712925e-05,3.1191044372824696e-05,1.561440909086182e-05,4.591559031596739e-05,4.388693242278224e-05,4.187416720947627e-05,3.999918597325732e-05,3.550139105035951e-05,1.637300760860463e-05,1.0607372044315808e-05,2.5154156627317856e-06,0.0,0.0,0.0,0.0,0.0
14,0.00015329842938994277,0.00013613159734760942,9.756961101892992e-05,9.261671567163373e-05,9.032896944806884e-05,4.231944361425825e-05,3.446846670171712e-05,2.6589676412392666e-05,2.436491021664501e-05,2.2133118778040974e-05,2.0226776362305928e-05,1.7761886415852118e-05,1.5289178031994646e-05,1.023701677494347e-05,8.087383274390225e-06,5.817179535482593e-06,3.546978122646868e-06,1.336062970149639e-05,1.0028379794003089e-05,6.687279602789307e-06,3.3444313305284614e-06,3.559850291395884e-05,3.207686099569631e-05,1.605841824121002e-05,4.727082420030818e-05,4.518340062805838e-05,4.3112211782377886e-05,4.118230691894355e-05,3.655197200572082e-05,1.685850536568003e-05,1.0921994720372646e-05,2.590038183432983e-06,0.0,0.0,0.0,0.0,0.0
15,0.00016488551922562016,0.00014634328762270617,0.00010523984761584641,9.992769305282401e-05,9.742432596535006e-05,4.594025887789833e-05,3.7548004769381586e-05,2.912381927357666e-05,2.6671092602887007e-05,2.4209474567077538e-05,2.2100737033304324e-05,1.9398925613776675e-05,1.668693693970333e-05,1.1250438042426224e-05,8.868203013085457e-06,6.362367117306585e-06,3.85634865032282e-06,1.4451058039482064e-05,1.0847510940590411e-05,7.233644694380319e-06,3.6177431954547345e-06,3.784997122010005e-05,3.404410237558453e-05,1.704458894235625e-05,5.0633604952453896e-05,4.834385290717131e-05,4.607269875271763e-05,4.395009942934253e-05,3.896553188664269e-05,1.8138505907209617e-05,1.1755509930217479e-05,2.8315511356025526e-06,0.0,0.0,0.0,0.0,0.0
16,0.00019219972699791447,0.000170228433289543,0.00012374938518746044,0.00011760620395057777,0.00011451523866466728,5.515811322246477e-05,4.5585581282444045e-05,3.5971337905458915e-05,3.288032436675137e-05,2.9774121014163144e-05,2.70847169516634e-05,2.373691759821409e-05,2.037127968231512e-05,1.4030019446533064e-05,1.0984859212587804e-05,7.817326181072833e-06,4.64884293240199e-06,1.719692626154065e-05,1.29105810103096e-05,8.609795794194325e-06,4.306176713489857e-06,4.245266587640503e-05,3.7940876285858e-05,1.8998472270904485e-05,5.812499678013939e-05,5.5276346697329907e-05,5.2454059260146516e-05,4.979295800257932e-05,4.397205961622655e-05,2.1118053227598568e-05,1.3703519502709076e-05,3.4792826289491554e-06,0.0,0.0,0.0,0.0,0.0
17,0.00025433005985291514,0.00022425164531741148,0.00016732885637459605,0.0001593485609110842,0.00015473438399987057,7.786959220790492e-05,6.585903680608248e-05,5.377731612559024e-05,4.900035025894625e-05,4.418392343471136e-05,3.990203119330665e-05,3.4855865203263943e-05,2.976526585658725e-05,2.1322934155126605e-05,1.6500336987464973e-05,1.1564080954284e-05,6.621296492079352e-06,2.373204283190984e-05,1.7822840546676488e-05,1.1886906638774753e-05,5.945782274228495e-06,5.1091189123751344e-05,4.4920546646578904e-05,2.2499642226113804e-05,7.435196505546877e-05,7.001003817187689e-05,6.571405929899425e-05,6.159146518912812e-05,5.3842252242167926e-05,2.780219972937893e-05,1.8096172135774087e-05,5.167798030781762e-06,0.0,0.0,0.0,0.0,0.0
18,0.0003083639588991306,0.00027119862439116133,0.0002064878721834551,0.00019695801855225067,0.00019091958318111688,9.882582143719622e-05,8.48515582477129e-05,7.076659381470001e-05,6.43869275132307e-05,5.793438984910045e-05,5.2088777129054996e-05,4.541214309162733e-05,3.8656165729509554e-05,2.8322682687551693e-05,2.1782498460729577e-05,1.51318833890489e-05,8.464677285369812e-06,2.9460422605369494e-05,2.2131205956959717e-05,1.4761640955959049e-05,7.384297253503929e-06,5.7361897795931947e-05,4.974337160827937e-05,2.492000535027884e-05,8.815200124819666e-05,8.236263992813634e-05,7.663250614273896e-05,7.10681131478621e-05,6.160697501506873e-05,3.355897621885626e-05,2.1896219384719428e-05,6.779597316483275e-06,0.0,0.0,0.0,0.0,0.0
19,0.00033027768266430483,0.00028996757585749274,0.00022330704559374507,0.00021317545141814515,0.00020642510472441834,0.00010849535570787349,9.390285813547744e-05,7.917953082146664e-05,7.198858957726294e-05,6.47044371961659e-05,5.803561481710315e-05,5.053968756881722e-05,4.294376306370826e-05,3.182593810633553e-05,2.4402392590200103e-05,1.6874285593599396e-05,9.322840360122472e-06,3.202545577437003e-05,2.4060937467874047e-05,1.6049337197205743e-05,8.028698905183795e-06,5.8635928197882335e-05,5.038276344093777e-05,2.5240869826173107e-05,9.311693331957006e-05,8.657692120577619e-05,8.010038370164336e-05,7.377348730927846e-05,6.360325540849421e-05,3.576212364302712e-05,2.336833628253088e-05,7.574211044773912e-06,0.0,0.0,0.0,0.0,0.0
20,0.0003142870737346851,0.0002758717113736426,0.00021188411050174195,0.00020221056110867957,0.00019581871203324655,0.00010265044295346556,8.870659877219273e-05,7.464696255313777e-05,6.786522338143918e-05,6.100142787649756e-05,5.472879201060449e-05,4.766192647551546e-05,4.050688579986748e-05,2.99641723847539e-05,2.2983798959375682e-05,1.590344734944976e-05,8.803335122506953e-06,3.0505352235808314e-05,2.291704863970825e-05,1.5285954921320376e-05,7.646643181345808e-06,5.6351387919564326e-05,4.849206046843036e-05,2.4291812419150354e-05,8.868511446804417e-05,8.251261197696228e-05,7.640175408394812e-05,7.044241881296e-05,6.0782806415847424e-05,3.399699859344297e-05,2.220895241685475e-05,7.145992946526435e-06,0.0,0.0,0.0,0.0,0.0
21,0.000255042945494142,0.0002242239668168979,0.00016910712510191802,0.0001611376489612754,0.00015625070633753005,8.007322954529348e-05,6.834226502827946e-05,5.65415746142493e-05,5.144951291918484e-05,4.6312839387379624e-05,4.169157854305936e-05,3.635993831153193e-05,3.097908827238031e-05,2.2521911075244565e-05,1.735297295310865e-05,1.2088375682375595e-05,6.815678289403602e-06,2.438393185121129e-05,1.8312702444084054e-05,1.2213653550506746e-05,6.109231235557424e-06,4.906505469986599e-05,4.276159753943665e-05,2.1416336068784793e-05,7.31988164440949e-05,6.856464783641556e-05,6.398120643560881e-05,5.955800939515548e-05,5.1781835288171114e-05,2.7662041852677167e-05,1.8031484416016486e-05,5.4267268057420794e-06,0.0,0.0,0.0,0.0,0.0
22,0.0001922174756662203,0.00016958484581694792,0.00012485582097661625,0.0001187438152225937,0.00011540568749284738,5.708322853856137e-05,4.779960274824187e-05,3.8478199376041176e-05,3.508943597574264e-05,3.168224968200744e-05,2.8687491677426348e-05,2.5084777258382713e-05,2.1460619780208188e-05,1.5141748411286325e-05,1.1766094200572815e-05,8.293260084586014e-06,4.8192146114646375e-06,1.7798159577381875e-05,1.3362166286641112e-05,8.91097337616935e-06,4.456818476692846e-06,4.0423930410608274e-05,3.579022815773113e-05,1.7919965051231052e-05,5.672606634432515e-05,5.362695385490851e-05,5.0561178620686444e-05,4.7645994388938814e-05,4.182974811859088e-05,2.0946206446644897e-05,1.3614889460717084e-05,3.7053910954242383e-06,0.0,0.0,0.0,0.0,0.0
23,0.0001476753224274333,0.00013079285825357795,9.440184176822493e-05,8.964202224006165e-05,8.732103464948174e-05,4.167079633448227e-05,3.424090857362317e-05,2.678694699463913e-05,2.4499658979498797e-05,2.2204954532184776e-05,2.0228850501590575e-05,1.7737209560017796e-05,1.5236797562638396e-05,1.0391564693853853e-05,8.159560427595708e-06,5.827310474079887e-06,3.495532525854194e-06,1.3186193498655138e-05,9.897260318613847e-06,6.599796483124783e-06,3.3006557205660394e-06,3.335743933526854e-05,2.9899089412279114e-05,1.4966862012276836e-05,4.4799658528223484e-05,4.267622066809096e-05,4.057228812889204e-05,3.860024689298229e-05,3.4148265830262587e-05,1.6155224487926156e-05,1.0476347856452398e-05,2.595192060849853e-06,0.0,0.0,0.0,0.0,0.0
